,Date,Head,Text
552,21 Feb 2018,KLCI moves higher ahead of corporate earnings results,KUALA LUMPUR: The local bourse recovered from a brief breather in early morning trade to move higher amid positive performances in other regional markets.
553,21 Feb 2018,MSM posts RM32.5m net losses in FY17,"KUALA LUMPUR: MSM Malaysia Holdings Bhd swung into the red in FY ended Dec 31, 2017 with net losses of RM32.57mil compared with earnings of RM120.72mil in FY16."
554,21 Feb 2018,Ringgit lower against US$ on negative global sentiments,KUALA LUMPUR: The ringgit opened lower against the US dollar early Wednesday as investors turned risk averse to riskier currency and amid negative global equity sentiment.
555,21 Feb 2018,Slower sales for CNY,"WITH this being the Year of the Dog, shoppers are being greeted by the cute smiling canine faces in almost every shop selling Chinese New Year decorations in Ipoh."
556,20 Feb 2018,"Public Bank, CIMB help KLCI close off lows",KUALA LUMPUR: Bursa Malaysia's blue chips came under profit taking on Tuesday after the strong gains chalked up the previous day with Petronas Gas and IHH Healthcare giving up bulk of their gains.
557,20 Feb 2018,"Petronas Gas weighs on KLCI, ringgit eases against dollar",KUALA LUMPUR: The local equities market slipped back on Tuesday along with other Asian markets as Wall Street's holiday meant a lack of leads for investors
558,20 Feb 2018,Ringgit opens lower but oil prices offer support,KUALA LUMPUR: The ringgit opened lower against the US dollar today amid a quiet trading session after the long festive holiday.
559,20 Feb 2018,RHB Research retains buy on CB Industrial Product,KUALA LUMPUR: RHB Research Institute is retaining its Buy call on CB Industrial Product Holding  (CBIP) for its 12% three-year earnings compounded annual growth rate (CAGR) and 5%-6% prospective net dividend yield. 
560,20 Feb 2018,"Malaysian palm oil price rises from one-week low, gains on better demand outlook","KUALA LUMPUR: Malaysian palm oil futures rose from a one-week low hit early on Monday, lifted by prospects of better export demand to end the trading day up 0.4 percent."
561,20 Feb 2018,"CIMB ‘neutral’ on semiconductor, replaces Inari with KESM",KUALA LUMPUR: CIMB Equities Research is maintaining its “neutral” call on the semiconductor industry as it believes the sector’s strong earnings growth outlook is already priced in.
562,19 Feb 2018,"PetGas underpins KLCI advance and closes above key 1,850","KUALA LUMPUR: The rally in crude oil prices helped power Petronas Gas and other oil and gas (O&G;) stocks on Monday and pushed the FBM KLCI comfortably over the key 1,850 level which sentiment was also boosted by key Asian markets."
563,19 Feb 2018,Analyst questions justice in settlers receiving the same amount as promised 20 years ago,"PETALING JAYA: There is no justice in settlers getting the same amount they were promised 20 years ago when the price of their land has since increased, says political analyst Lim Sian See."
564,19 Feb 2018,KLCI notches solid gains as oil stocks advance,KUALA LUMPUR: Higher crude oil prices helped the FBM KLCI notch some solid gains at midday on Monday with Petronas linked stocks among the top winners while the ringgit gained strength against several major currencies.
565,19 Feb 2018,EIA forecasts Brent crude to average US$62 per barrel,"For every US$1 increase in Brent crude, the government’s coffers increases by about RM300mil"
566,19 Feb 2018,Ringgit climbs against greenback early Monday,"KUALA LUMPUR: The ringgit opened higher against the US dollar on Monday amid continuous weakness in the greenback, a dealer said."
567,19 Feb 2018,"CIMB Research neutral on semicon sector, replaces Inari with KESM",KUALA LUMPUR: CIMB Equities Research is maintaining its Neutral rating on the semiconductor sector as it thinks the sector's strong earnings growth outlook is priced in.
568,19 Feb 2018,Option is open for second interest rate hike this year,"PETALING JAYA: Bank Negara is keeping its options open for a second interest rate hike this year, according to economists, which should hold the ringgit on a stronger footing."
569,18 Feb 2018,Najib: Govt provides billions of ringgit in subsidies,"KUALA LUMPUR: The Government allocates billions of ringgit for subsidies for the various sectors every year and any allegation otherwise is untrue, said Datuk Seri Najib Tun Razak."
570,18 Feb 2018,A more level playing field,"The way people live, work and play has been transformed by good connectivity."
571,17 Feb 2018,"Bank Negara: Economy healthier, growth broad based","KUALA LUMPUR: Malaysia's Gross Domestic Product (GDP) figures underscore a trend where the economy is becoming healthier, with growth becoming more broad-based across sectors amid a firm trajectory."
572,16 Feb 2018,US fund increases stake in Supermax,"PETALING JAYA: United States fund manager FMR LLC has emerged as a substantial shareholder in Supermax Corp Bhd with a 5.028% stake, filings with Bursa Malaysia show."
573,15 Feb 2018,US fund FMR substantial shareholder in Supermax,"KUALA LUMPUR: US fund manager FMR LLC has emerged as a substantial shareholder in Supermax Corporation with a 5.028% stake, a filing with Bursa Malaysia showed."
574,15 Feb 2018,Bursa breaks for CNY on a positive note,KUALA LUMPUR: The local bourse put in a positive performance on Thurday as the stock exchange ended the day's trading after the morning session in light of the Chinese New Year Holidays.
575,15 Feb 2018,Ringgit extends gains on bullish GDP announcements,"KUALA LUMPUR: The ringgit extended Wednesday's buying momentum to be higher against the US dollar in early trade Thursday on strong demand for the local unit following bullish 2017 gross domestic demand (GDP) growth announced Wednesday, dealers said."
576,15 Feb 2018,Malaysian palm oil/Vegoils: Market factors to watch Thursday Feb 15,KUALA LUMPUR: The following factors are likely to influence Malaysian palm oil futures and other vegetable oil markets on Thursday Feb 15.
577,15 Feb 2018,CIMB Research raises Supermax target price to RM2.35,KUALA LUMPUR: CIMB Equities Research has raised its target price for glove maker Supermax from RM2.03 to RM2.35 after it increased the earnings outlook.
578,15 Feb 2018,Slightly lower inflation in Q4,"PETALING JAYA: Malaysia’s headline inflation moderated slightly to 3.5% in the fourth quarter of 2017 (4Q17), as compared to 3.6% in the previous quarter."
579,15 Feb 2018,Malaysian palm oil price charts second day of falls on weaker rival oils,"KUALA LUMPUR: Malaysian palm oil futures fell late on Wednesday, charting a second day of declines, tracking overnight falls in U.S. soyoil on the Chicago Board of Trade (CBOT) and on a stronger ringgit."
580,15 Feb 2018,Six charged with cheating air-cond company,SHAH ALAM: A businessman with a “Datuk” title and five others have been charged with 93 counts of cheating an air-conditioning company by making false transportation charge claims amounting to more than half a million ringgit.
581,14 Feb 2018,Slow day for Bursa as trading volume dwindles ahead of CNY,KKUALA LUMPUR: Bursa Malaysia ended Wednesday on a quiet note as trading dwindled below two billion shares ahead of the Chinese New Year holdidays which begin on Friday.
582,14 Feb 2018,Six claim trial to cheating aircon company of over half a million ringgit,"SHAH ALAM: A businessman and five others, one a woman, have claimed trial at the Sessions Court here to making false claims pertaining to transportation charges of RM505,750 to an air-conditioning company."
583,14 Feb 2018, Bank Negara to introduce new policies as new external risks emerge,"KUALA LUMPUR: Malaysia will continue to introduce new policies, as new risks from external spillovers emerge, in order to preserve macroeconomic and financial stability, says Bank Negara Malaysia (BNM)."
584,14 Feb 2018,KLCI shows slight improvement ahead of US inflation report,"KUALA LUMPUR: The local benchmark index put on a modest gain of 1.16 points to 1,834.18 as Asian markets traded mixed ahead of the US Consumer Price Index report that could further stoke fears over the speed of interest rate hikes."
585,14 Feb 2018, Malaysia's external debt higher at RM883.4b end-Dec but manageable,"KUALA LUMPUR: Malaysia's external debt rose to RM883.4bil (US$215.5bil) or 65.3% of GDP as at end-December 2017 from the preceding quarter due to an increase in loans, interbank borrowing and non-resident (NR) holdings of domestic debt securities, says Bank Negara Malaysia."
586,14 Feb 2018,"MISC FY17 core net profit below forecast, lower earnings ahead","KUALA LUMPUR: MISC’s FY17 core net profit was 3% below CIMB Equities Research’s forecast and consensus, due to a US$22mil impairment on trade receivables of its Yemen LNG contract in 4Q17."
587,14 Feb 2018,Malaysian palm oil price snaps winning streak to fall over 1%,"KUALA LUMPUR: Malaysian palm oil futures on Tuesday snapped four days of gains, as the market corrected lower after a rally ahead of the Lunar New Year holidays, traders said."
588,14 Feb 2018,High risks in the LAC market,From SALEH MOHAMMED of Kuala Lumpur.
589,13 Feb 2018,Police deny workers were rioting in Sibu,SIBU: The police denied there was a riot by Indonesian workers at a plywood factory owned by a local company here Tuesday (Feb 13).  
590,13 Feb 2018,"Maxis, Maybank underpin KLCI mild gains, MAHB hits turbulence","KUALA LUMPUR: Blue chips eked out slim gains on Tuesday, with mild buying seen in Maxis, Maybank and Public Bank but Malaysia Airports skidded on worries about higher capital expenditure to address its service quality."
591,13 Feb 2018,"Penang undersea tunnel: My claims are substantiated with clear evidence, says Wee",PETALING JAYA: Datuk Seri Dr Wee Ka Siong has responded to claims that he lied about issues relating to the three paired roads and undersea tunnel project in Penang.
592,13 Feb 2018,KLCI extends rebound on the back of global recovery,"KUALA LUMPUR: Regional stocks were lifted following Wall Street's extended rebound overnight, giving a positive lead to Bursa Malaysia's Tuesday session."
593,13 Feb 2018,Ringgit gets boost ahead of GDP announcement,"KUALA LUMPUR: The ringgit opened higher against the US dollar this morning as the greenback retreated from recent gains and amid positive local sentiment ahead of the announcement on Malaysia's 2017 gross domestic product (GDP) figure, dealers said."
594,13 Feb 2018,Malaysian palm oil price climbs to one-month peak on bullish export data,"KUALA LUMPUR: Malaysian palm oil futures rose to their highest in a month on Monday evening, charting a fourth day of gains after supportive export data from the Malaysian Palm Oil Board (MPOB)."
595,13 Feb 2018,‘Not unusual for projects to start years after being awarded’,"GEORGE TOWN: The state government said it was not unusual for the Penang undersea tunnel project to start construction in 2023, although the project was awarded in 2013."
596,12 Feb 2018,"  Calm returns to Asian markets, KLCI closes up 10pts","KUALA LUMPUR: Key Asian markets and Bursa Malaysia ended Monday on a firmer note as calm returned, with fund buying seen in Axiata, Telekom and Public Bank, but overall trading volume declined sharply."
597,12 Feb 2018,Bursa firms up amid Asian rebound,KUALA LUMPUR: The local bourse regained its footing as most Asian stocks rebounded following last week's sell-off.
598,12 Feb 2018,Ringgit rebounds as equities show recovery ,"KUALA LUMPUR: The ringgit rebounded from last week's downtrend to open higher against the US dollar this morning on improved sentiment, as global stock markets showed recovery, dealers said."
599,12 Feb 2018,Malaysian palm oil/Vegoils: Market factors to watch Monday Feb 12,KUALA LUMPUR: The following factors are likely to influence Malaysian palm oil futures and other vegetable oil markets on Monday Feb 12.
600,12 Feb 2018,"We’re set for robust economic growth, says Liow","KUALA LUMPUR: Malaysia is set to experience a stronger economic growth this year, especially with its collaboration with China under the Belt and Road initiative, says Datuk Seri Liow Tiong Lai."
601,11 Feb 2018,"Members on cloud nine, thanks to EPF’s 6.9% dividend","PETALING JAYA: Less than a week ago, engineer Ahmad Faizuddin A. Bakar withdrew part of his EPF savings to buy his first house in Bangi, Selangor."
602,10 Feb 2018,Higher value in auctioned units,"NG Chan Mau & Co Sdn Bhd, one of the largest auction houses in the country, says the number of auctioned units rose 1.22% to 29,385 units in 2017 compared to 29,030 in 2016."
603,9 Feb 2018,"Consumer, construction, banks to withstand selldown","KUALA LUMPUR: Despite the recent global market volatility, fund managers say focus on consumer spending, corporate earnings and stronger economic fundamentals when looking for local stock picks. "
604,9 Feb 2018," Harrowing week for equities, KLCI closes down nearly 20pts on Friday",KUALA LUMPUR: Global equities markets had a harrowing week from the fallout on Wall Street and Bursa Malaysia also saw investor sentiment battered while the ringgit lost ground.
605,9 Feb 2018,Consumer spending to rise up to 6% this year,"KUALA LUMPUR: Consumer spending is expected to grow by about 5% to 6% this year in line with the country's economy, said Minister of Finance II, Datuk Seri Johari Abdul Ghani."
606,9 Feb 2018,"KLCI retraces some losses, oil posts 6th day of declines",KUALA LUMPUR: The local bourse retraced some losses seen in early morning trade as global equities plummeted following US markets entering correction mode overnight.
607,9 Feb 2018,Analyst Reports,"CIMB Research recently met up with the management of Genting Malaysia Bhd on its near-term earnings prospects, which mainly centered on the timeline for the opening of its multi-year renovation and development of the Genting Integrated Tourism Plan (GITP) project as well as key strategies for 2018."
608,8 Feb 2018,KLCI closes off day's best on Thursday,KUALA LUMPUR: Blue chips closed off their day's best on Thursday on late selling amid declining trading volume but some fund support was seen for Petronas Gas and Axiata 
609,8 Feb 2018,"Most Asian currencies weaken, along with risk appetites",BENGALURU: Most Asian currencies weakened against the U.S. dollar on Thursday as market participants adjusted positions as persistent volatility in regional equities lowered risk appetites.
610,8 Feb 2018,"Bursa continues to retrace losses, ringgit slides against USD",KUALA LUMPUR: The local bourse continued to retrace losses as buying interest returned to the market following the sell-down earlier in the week.
611,8 Feb 2018,Ringgit weighs amid US Fed's hawkish tone,"KUALA LUMPUR: The ringgit opened lower against the US dollar today on a lack of interest in the local unit, dealers said."
612,8 Feb 2018,Contract win sends Scicom shares up 4% ,KUALA LUMPUR: Shares of Scicom (MSC) Bhd gained 4% in early trade Thursday on the back of contract win from the Tourism Ministry of Cambodia.
613,8 Feb 2018,MCA: Pakatan can’t fulfil polls pledges in Negri,SEREMBAN: MCA has questioned whether Pakatan Harapan can fulfil its pledges to voters in Negri Sembilan.
614,7 Feb 2018,Rahman Dahlan: Hypermarket sales not the sole marker of economic health,"PETALING JAYA: Hypermarket sales are not the only benchmark of retail sales performance or the economic condition of Malaysia and the people, says Datuk Seri Abdul Rahman Dahlan."
615,7 Feb 2018,KLCI recoups more than half of Tuesday's selldown,"KUALA LUMPUR: Blue chips managed to stage a rebound on Wednesday, with the FBM KLCI recouping more than half of the previous day's selldown, with funds seen picking up banks, Tenga and telcos. Foreign funds continued to be net sellers."
616,7 Feb 2018,"Bursa regains its footing, financial heavyweights lift","KUALA LUMPUR: Bursa Malaysia halted its decline on Wednesday, in tandem with a technical rebound overnight on Wall Street that saw all three major indices partially erasing previous losses."
617,7 Feb 2018,Markets routed,PETALING JAYA: A reality check is taking place across global markets after a steep fall on Wall Street that saw it lose 4.6% on Monday.
618,7 Feb 2018,Ringgit higher against US$ on better market sentiments,KUALA LUMPUR: The ringgit was higher against the US dollar early Wednesday on renewed buying interest and amid the better performance of Bursa Malaysia.
619,7 Feb 2018,"Malaysian palm oil price slips, tracking falls in global financial markets","KUALA LUMPUR: Malaysian palm oil futures declined on Tuesday, and have now fallen in three of the past four days, tracking losses in global financial markets and as traders booked profits."
620,7 Feb 2018,"Comedy can defuse the hatred on social media, says Harith","PETALING JAYA: Celebrities are also targets for political hate speech that has become prevalent on social media, and comedian Harith Iskander has not been spared either."
621,6 Feb 2018,"KLCI down 40pt at close, foreign funds step up selling","KUALA LUMPUR: The rout on key Asian and European markets extended for the second day on Tuesday as investors took money off the table, rattled by fears that central banks could hike rates to stem inflationary pressure."
622,6 Feb 2018,"KLCI and Asian markets battered, US stock futures down 3%",KUALA LUMPUR:  Key Asian markets including Bursa Malaysia were in a sea of red at midday on Tuesday after the overnight tumble on Wall Street forced investors to take money off the table.
623,6 Feb 2018,Ringgit lower against US$ on bullish sentiment for greenback,"KUALA LUMPUR: The ringgit opened was lower against the US dollar early Tuesday, as the greenback continued to regain its footing, helped by better-than-expected US labour data released last week."
624,6 Feb 2018,Malaysian palm oil/Vegoils: Market factors to watch Tuesday Feb 6,KUALA LUMPUR: The following factors are likely to influence Malaysian palm oil futures and other vegetable oil markets.
625,6 Feb 2018,"Malaysian palm oil price up nearly 1% on weaker ringgit, short-covering","KUALA LUMPUR: Malaysian palm oil futures rose late on Monday, charting their first session of gains in three, as the ringgit weakened and traders covered short positions."
626,6 Feb 2018,Gaharu wood worth millions seized ,"KOTA KINABALU: Seven people were nabbed as forest rangers seized millions worth of gaharu wood, a protected species from a house in Keningau."
627,5 Feb 2018,Seven detained for possessing gaharu wood worth millions ,KOTA KINABALU: Seven people were nabbed after forest rangers seized protected gaharu wood (agarwood) worth millions of ringgit at a house in Keningau on Feb 2.
628,5 Feb 2018,"Broad selling across Asian, European markets, KLCI dn 17 points",KUALA LUMPUR: Asian and Europeans equities markets fell on Monday as investment sentiment was impacted by higher US bond yields and worries the US Federal Reserve could hike interest rates.
629,5 Feb 2018,Bursa Malaysia sees promising year ahead for IPOs,"KUALA LUMPUR: Bursa Malaysia Bhd is expecting a promising year ahead for initial public offerings (IPOs), with a few big names expected to headline the list."
630,5 Feb 2018,"Bursa, global markets awash in red",KUALA LUMPUR: Bursa Malaysia opened to a sea of red on Monday along with regional markets on the back of US payrolls data last week that showed the fastest wage growth in 8.5 years and greater risk of inflation.
631,5 Feb 2018,Ringgit slips against dollar on strong US wage growth,"KUALA LUMPUR: The ringgit opened lower against the US dollar today, as the greenback and bond yields rebounded on strong US payrolls data released on last Friday."
632,5 Feb 2018,Daibochi Q4 earnings up by a third to nearly RM8m,"KUALA LUMPUR: Daibochi Plastic and Packing Industry Bhd saw its earnings jump 33.7% to RM7.93mil in the fourth quarter ended Dec 31, 2017 boosted by new contributions from Daibochi Myanmar, improved wastage control, enhanced operating efficiency, and better sales mix."
633,5 Feb 2018,"Maybank Research retains trading buy for IOI Corp, special dividend ahead","KUALA LUMPUR: Maybank Investment Bank Research is maintaining its trading Buy for palm oil giant IOI Corp with an unchanged target price of RM5.03 on 29 times FY18 price-to-earnings ratio (PER), which is its historical five-year mean."
634,5 Feb 2018,Kenanga positive on MAHB stake sale in Hyderabad airport,KUALA LUMPUR: Kenanga Research is postive on Malaysia Airports Holdings Bhd's disposal of its entire 11% stake in Rajiv Ghandi Hyderabad International Airport for US$76.05mil (RM295.3mil) to GMR.
635,5 Feb 2018,"CIMB Research keeps Axiata, Malaysia Airports and Dialog as top picks","KUALA LUMPUR: CIMB Equities Research refreshed its top three picks following the recent downgrade of Tenaga Nasional to a Hold. Its revised top three picks are Axiata, Malaysia Airports and Dialog."
636,5 Feb 2018,Ringgit strengthening and US$ weakening,Is the dollar behaving like a falling knife?
637,3 Feb 2018,Mydin eyes prospects along HSR route in three states,"Retail chain to open hypermarkets in Batu Pahat, Muar and Ayer Keroh"
638,2 Feb 2018,KLCI ekes out slim gains on first trading day of February,"KUALA LUMPUR: Bursa Malaysia managed to end the first trading day of February slightly higher on Friday, supported by Petronas Gas and Hong Leong Bank but overall sentiment was cautious due to the weaker key Asian markets."
639,2 Feb 2018,"Malaysia is vibrant and stable, says China's envoy","KUALA LUMPUR: Malaysia's economy is vibrant and stable, with a sufficient foreign currency reserve, said Chinese Ambassador Bai Tian."
640,2 Feb 2018,Asian currencies still cheap in real terms,"SINGAPORE: Asian currencies are cheap in historical trade-weighted terms despite a steady rise to multi-year highs over the past year on broad U.S. dollar weakness and strong flows into the region, analysts say."
641,2 Feb 2018,"AirAsia at fresh record high at midday, ringgit up","KUALA LUMPUR: Blue chips eked out slim gains at midday on Friday after a volatile morning session, tracking the cautious key Asian markets but AirAsia was the star as it scaled to fresh record high."
642,2 Feb 2018,Caution overtakes initial euphoria on Bursa after KLCI jumps 11 pts,"KUALA LUMPUR: Blue chips surged early Friday, the start of a new trading month for February, as the FBM KLCI jumped 11 points to 1,879 before giving up all the gains as investors turned cautious."
643,2 Feb 2018,CIMB Research sees weaker earnings for MPI,"KUALA LUMPUR: CIMB Equities Research sees weaker earnings delivery for Malaysia Pacific Industries (MPI) in the second half of 2018 due to higher raw material costs, coupled with unfavourable forex."
644,2 Feb 2018,Educators: Caring approach helps when handling theft cases,"PETALING JAYA: Although schools have a standard operating procedure to handle theft cases, a caring attitude helps, say educators."
645,1 Feb 2018,Ringgit seen trading between 3.80 and 3.95 to US dollar in Q1,"KUALA LUMPUR: The Malaysian ringgit is expected to gradually strengthen against the US dollar in the near term and oscillate between 3.80 to 3.95 in the first quarter, if the upward momentum continues, said economists."
646,31 Jan 2018,Analysts cut earnings forecasts for MPI,"PETALING JAYA: A number of analysts are cutting their earnings forecasts for semiconductor firm Malaysian Pacific Industries Bhd (MPI), which is facing a weaker US dollar and higher costs."
647,30 Jan 2018,Najib waiting for 'spark of inspiration' to call for GE14,"KUALA LUMPUR: Prime Minister Datuk Seri Najib Tun Razak is waiting for ""a spark of inspiration"" to call for the 14th General Election."
648,30 Jan 2018,"KLCI retraces slightly, ends January up 4%","KUALA LUMPUR: Blue chips came under some profit taking on Tuesday with Mayban, Petronas Gas and Genting Malaysia among the decliners but the FBM KLCI was up 4% for January."
649,30 Jan 2018,"Indonesian accused in Kim Jong Nam killing was hired for prank show, lawyer says","KUALA LUMPUR (Reuters) - A woman accused of killing the North Korean leader's estranged half-brother was hired for a prank television show by a suspect wanted by the Malaysian police just over a month earlier, her lawyer told a court on Tuesday."
